step,loss
1,3.5189247131347656
2,2.654446840286255
3,2.368569850921631
4,2.391772508621216
5,2.2931666374206543
6,2.293140411376953
7,2.011579751968384
8,2.231328010559082
9,2.1760807037353516
10,1.9762647151947021
11,2.265878438949585
12,2.184307336807251
13,2.0855140686035156
14,2.1792140007019043
15,2.1881914138793945
16,2.201211929321289
17,2.1575396060943604
18,1.9192966222763062
19,2.11867356300354
20,2.2575485706329346
21,2.221226215362549
22,2.0358502864837646
23,2.1516530513763428
24,2.251887083053589
25,2.266009569168091
26,2.0861916542053223
27,2.2006115913391113
28,2.094727039337158
29,2.039947986602783
30,2.13382887840271
31,1.9939385652542114
32,1.9802172183990479
33,2.0355396270751953
34,2.1776866912841797
35,1.8183505535125732
36,1.830483078956604
37,1.9186776876449585
38,1.7498209476470947
39,1.9469103813171387
40,1.6624447107315063
41,1.5418909788131714
42,1.5895161628723145
43,1.5111851692199707
44,1.3679779767990112
45,1.190821886062622
46,1.17630934715271
47,1.1708394289016724
48,1.0775470733642578
49,0.8329644799232483
50,0.8370959758758545
51,0.6473486423492432
52,0.5397987365722656
53,0.4358212947845459
54,0.40212610363960266
55,0.28848394751548767
56,0.24060219526290894
57,0.1872946172952652
58,0.16549625992774963
59,0.13538505136966705
60,0.09910628199577332
61,0.082944355905056
62,0.0803886130452156
63,0.065569669008255
64,0.05554137006402016
65,0.04668619483709335
66,0.043630827218294144
67,0.04009692743420601
68,0.03503350168466568
69,0.03105797804892063
70,0.029845228418707848
71,0.027101460844278336
72,0.022748658433556557
73,0.021251758560538292
74,0.019528351724147797
75,0.019780470058321953
76,0.01843462511897087
77,0.0156849417835474
78,0.015137655660510063
79,0.01569470390677452
80,0.015265521593391895
81,0.01446374412626028
82,0.014218740165233612
83,0.01245550625026226
84,0.01297904271632433
85,0.010411594994366169
86,0.011176178231835365
87,0.01063097920268774
88,0.010511248372495174
89,0.010530166327953339
90,0.00976645015180111
91,0.009797806851565838
92,0.009899421595036983
93,0.009379805997014046
94,0.009211484342813492
95,0.009101050905883312
96,0.008308705873787403
97,0.008617102168500423
98,0.00865879561752081
99,0.008624952286481857
100,0.0075142825953662395
101,0.007356753572821617
102,0.007943066768348217
103,0.007914946414530277
104,0.0072494447231292725
105,0.007468756753951311
106,0.007240885403007269
107,0.006492336746305227
108,0.007365047931671143
109,0.007196671795099974
110,0.006624091882258654
111,0.006749030202627182
112,0.0068426476791501045
113,0.006688536144793034
114,0.00713431928306818
115,0.006994831841439009
116,0.007205350324511528
117,0.006455073133111
118,0.006435674615204334
119,0.006684780120849609
120,0.0060539585538208485
121,0.0062893833965063095
122,0.006279984954744577
123,0.005857417825609446
124,0.005799210164695978
125,0.005747361108660698
126,0.0059896730817854404
127,0.005563331767916679
128,0.0051584248431026936
129,0.0056274645030498505
130,0.005555684212595224
131,0.005283477250486612
132,0.005707364063709974
133,0.005641908384859562
134,0.005537419579923153
135,0.005459491163492203
136,0.005367310717701912
137,0.005752522498369217
138,0.005728656891733408
139,0.005280718207359314
140,0.005496606696397066
141,0.004887081682682037
142,0.0053314627148211
143,0.0052656494081020355
144,0.005048369988799095
145,0.004778913222253323
146,0.004788635764271021
147,0.0051898290403187275
148,0.004881578963249922
149,0.004607518203556538
150,0.004888996481895447
151,0.004824991803616285
152,0.0049524130299687386
153,0.004616306163370609
154,0.0041343457996845245
155,0.004681192338466644
156,0.0045186602510511875
157,0.004435393493622541
158,0.0036692863795906305
159,0.004452225286513567
160,0.004381351172924042
161,0.004665680695325136
162,0.004188423976302147
163,0.004375864285975695
164,0.004248436540365219
165,0.004228438716381788
166,0.004378045443445444
167,0.0044566188007593155
168,0.003909250721335411
169,0.0038647805340588093
170,0.0038733307737857103
171,0.004219596274197102
172,0.004062612075358629
173,0.0036414610221982002
174,0.0039236354641616344
175,0.0043052788823843
176,0.0038715857081115246
177,0.003714154940098524
178,0.004077444784343243
179,0.004124369937926531
180,0.004237676504999399
181,0.0038133293855935335
182,0.0035808428656309843
183,0.003662364324554801
184,0.0035728602670133114
185,0.003931206651031971
186,0.003891807049512863
187,0.0035929852165281773
188,0.0036454861983656883
189,0.0036451921332627535
190,0.003457454266026616
191,0.003617529757320881
192,0.0033601694740355015
193,0.0035215371754020452
194,0.0036180014722049236
195,0.00348453177139163
196,0.0037933392450213432
197,0.0030886861495673656
198,0.0035936348140239716
199,0.0033817689400166273
200,0.0030628086533397436
201,0.0034253441262990236
202,0.0036021103151142597
203,0.003475832287222147
204,0.0032193856313824654
205,0.003278872463852167
206,0.0032864909153431654
207,0.003427705727517605
208,0.0031784973107278347
209,0.003294682363048196
210,0.0029680002480745316
211,0.0029059057123959064
212,0.0034025043714791536
213,0.003035427536815405
214,0.003139750799164176
215,0.00329089118167758
216,0.002950893482193351
217,0.0030626964289695024
218,0.003102582646533847
219,0.003054075175896287
220,0.0030027145985513926
221,0.0032987375743687153
222,0.002876363694667816
223,0.0030755524057894945
224,0.0026818213518708944
225,0.0030130906961858273
226,0.0029276804998517036
227,0.002768885111436248
228,0.0028013119008392096
229,0.0029310877434909344
230,0.0028036292642354965
231,0.0027633518911898136
232,0.002843240974470973
233,0.0028147329576313496
234,0.002923631574958563
235,0.0028849493246525526
236,0.0031342429574579
237,0.0034149533603340387
238,0.0027249569538980722
239,0.0026679441798478365
240,0.0025711373891681433
241,0.0024822393897920847
242,0.002578076906502247
243,0.002723653567954898
244,0.0024818091187626123
245,0.0027201399207115173
246,0.002558780601248145
247,0.0026521168183535337
248,0.002701694844290614
249,0.002517069224268198
250,0.002530357101932168
251,0.002600406762212515
252,0.0026103619020432234
253,0.002579418243840337
254,0.0024825723376125097
255,0.0025372232776135206
256,0.002512274542823434
257,0.0025223721750080585
258,0.002507993718609214
259,0.0022513701114803553
260,0.002633508760482073
261,0.002467048354446888
262,0.0022569880820810795
263,0.0023681849706918
264,0.0023861469235271215
265,0.0023424779064953327
266,0.0023607350885868073
267,0.0024464891757816076
268,0.0022368833888322115
269,0.002383215818554163
270,0.002414042130112648
271,0.0023411866277456284
272,0.002211455488577485
273,0.002279274631291628
274,0.0023272966500371695
275,0.002209746278822422
276,0.00244915927760303
277,0.0024391920305788517
278,0.0022874553687870502
279,0.0023435098119080067
280,0.0021071499213576317
281,0.0023140646517276764
282,0.002235435415059328
283,0.002268205164000392
284,0.002051613060757518
285,0.0021176449954509735
286,0.002082998864352703
287,0.002182117896154523
288,0.0021605135407298803
289,0.002149115316569805
290,0.0020665705669671297
291,0.001994841266423464
292,0.002053129021078348
293,0.002057499485090375
294,0.0020626732148230076
295,0.0020047160796821117
296,0.002027801238000393
297,0.002193072810769081
298,0.0019708573818206787
299,0.0019839375745505095
300,0.002053770236670971
301,0.0017835170729085803
302,0.0020401242654770613
303,0.0019349721260368824
304,0.0020825068932026625
305,0.0019184061093255877
306,0.0019421512261033058
307,0.0020043454132974148
308,0.0020007421262562275
309,0.002086617751047015
310,0.0020032967440783978
311,0.0018845496233552694
312,0.0020091193728148937
313,0.0018620345508679748
314,0.0019376440905034542
315,0.0019813983235508204
316,0.002215087879449129
317,0.001996646635234356
318,0.0018278064671903849
319,0.0016916027525439858
320,0.001860078889876604
321,0.001849759602919221
322,0.0017574263038113713
323,0.0018299592193216085
324,0.001774699310772121
325,0.0017198679270222783
326,0.0017976522212848067
327,0.001745716668665409
328,0.00177779421210289
329,0.0018433970399200916
330,0.0017654740950092673
331,0.0018339443486183882
332,0.0018420798005536199
333,0.001793782110325992
334,0.001896254951134324
335,0.0019134844187647104
336,0.0016955450410023332
337,0.001839992357417941
338,0.0017228942597284913
339,0.0017776533495634794
340,0.001751829986460507
341,0.0017574590165168047
342,0.0016401507891714573
343,0.0016848676605150104
344,0.0017228535143658519
345,0.0017639759462326765
346,0.0017952537164092064
347,0.001717543345876038
348,0.0017049032030627131
349,0.002085611457005143
350,0.001509940717369318
351,0.0016166922869160771
352,0.0015603378415107727
353,0.0017435267800465226
354,0.0015983466291800141
355,0.0016319012502208352
356,0.0017014015465974808
357,0.001541762612760067
358,0.0016295918030664325
359,0.001633305917493999
360,0.0016101929359138012
361,0.0015555343125015497
362,0.0015345934079959989
363,0.0016585144912824035
364,0.0015424926532432437
365,0.001662136404775083
366,0.0016914549050852656
367,0.0015742093091830611
368,0.0016032055718824267
369,0.001623177551664412
370,0.001686418429017067
371,0.0015691663138568401
372,0.001463693450205028
373,0.0014836917398497462
374,0.0014804055681452155
375,0.0014893395127728581
376,0.0015893050003796816
377,0.0015139953466132283
378,0.0014083200367167592
379,0.0015402508433908224
380,0.0014166547916829586
381,0.0014751298585906625
382,0.0015897098928689957
383,0.0015029952628538013
384,0.0014333563158288598
385,0.0013764342293143272
386,0.0013961310032755136
387,0.0014258582377806306
388,0.001376256812363863
389,0.0015110871754586697
390,0.0013959432253614068
391,0.0013837941223755479
392,0.0015671405708417296
393,0.0014275491703301668
394,0.0013816565042361617
395,0.0012980937026441097
396,0.001378935412503779
397,0.0013556259218603373
398,0.0014503095299005508
399,0.0013010945403948426
400,0.0014260904863476753
401,0.001332514570094645
402,0.0013084703823551536
403,0.001438972889445722
404,0.001492532785050571
405,0.0013863079948350787
406,0.0014045785646885633
407,0.001348185120150447
408,0.0013873304706066847
409,0.0014031374594196677
410,0.0013732550432905555
411,0.0012700995430350304
412,0.001446745009161532
413,0.0013134032487869263
414,0.0012296141358092427
415,0.001299388473853469
416,0.0013841217150911689
417,0.0012662075459957123
418,0.0012780202087014914
419,0.001296472386457026
420,0.001314707798883319
421,0.001284881727769971
422,0.0012615567538887262
423,0.0012027416378259659
424,0.0012470943620428443
425,0.001321441144682467
426,0.0012579015456140041
427,0.0012192537542432547
428,0.0012907808413729072
429,0.001195442397147417
430,0.0012940115993842483
431,0.0013246664311736822
432,0.0012195601593703032
433,0.0013261338463053107
434,0.001172414398752153
435,0.0011487698648124933
436,0.00125124619808048
437,0.0012136228615418077
438,0.0011713718995451927
439,0.0011862893588840961
440,0.0012278787326067686
441,0.0012583117932081223
442,0.0012211460852995515
443,0.0013104925164952874
444,0.0013034656876698136
445,0.001241042511537671
446,0.0012504728510975838
447,0.0012537065194919705
448,0.001246748142875731
449,0.0011684901546686888
450,0.0012108496157452464
451,0.0011726865777745843
452,0.0011125972960144281
453,0.001118423417210579
454,0.001146695576608181
455,0.0010863696224987507
456,0.001091947895474732
457,0.0011800042120739818
458,0.0010857407469302416
459,0.001199100399389863
460,0.0010581264505162835
461,0.0011342527577653527
462,0.0011443255934864283
463,0.001064229290932417
464,0.0011192371603101492
465,0.0010798523435369134
466,0.0010618072701618075
467,0.0010468089021742344
468,0.0010583475232124329
469,0.0011238872539252043
470,0.0011396101908758283
471,0.001053044805303216
472,0.0011481150286272168
473,0.0010893887374550104
474,0.0013975524343550205
475,0.0011088388273492455
476,0.0012559023452922702
477,0.00108137889765203
478,0.0011235004058107734
479,0.0010706568136811256
480,0.0010955018224194646
481,0.001095562125556171
482,0.0010234812507405877
483,0.0010763045866042376
484,0.0010868619428947568
485,0.0010295017855241895
486,0.001095716143026948
487,0.001070384867489338
488,0.0010686314199119806
489,0.0010474146110937
490,0.0010668934555724263
491,0.0010323906317353249
492,0.0010573042090982199
493,0.0009781549451872706
494,0.0011345017701387405
495,0.0009821768617257476
496,0.0010071606375277042
497,0.001065927091985941
498,0.0009922353783622384
499,0.0009919231524690986
500,0.0010200564283877611
501,0.0010809324448928237
502,0.0010347181232646108
503,0.0009872153168544173
504,0.0010509142884984612
505,0.0010274454252794385
506,0.0010251450585201383
507,0.0009080502204596996
508,0.000982313184067607
509,0.0010707562323659658
510,0.0010334900580346584
511,0.0009749606251716614
512,0.0009511151583865285
513,0.0009569081594236195
514,0.0010220198892056942
515,0.0009883533930405974
516,0.0009251866140402853
517,0.0009907300118356943
518,0.0009545142529532313
519,0.0009426159085705876
520,0.0009661291260272264
521,0.0009474012185819447
522,0.0010093500604853034
523,0.0008959496044553816
524,0.0009290138259530067
525,0.0009544912027195096
526,0.0009433323284611106
527,0.0009664927492849529
528,0.0008878395310603082
529,0.0009568153764121234
530,0.0009008065098896623
531,0.0008650543168187141
532,0.0009182394715026021
533,0.0009459139546379447
534,0.000983502482995391
535,0.0009233137825503945
536,0.0009095934219658375
537,0.0009068675572052598
538,0.0009430847712792456
539,0.0008698704768903553
540,0.0008959610713645816
541,0.0008932441705837846
542,0.0008640190935693681
543,0.0008752087014727294
544,0.0009071095264516771
545,0.0008780334610491991
546,0.0009049363434314728
547,0.0009373145876452327
548,0.0008177186828106642
549,0.0008950589690357447
550,0.0008614216349087656
551,0.0008659838349558413
552,0.0009585932129994035
553,0.0011281872866675258
554,0.0008302591741085052
555,0.0008657116559334099
556,0.0008576872642152011
557,0.0008789889398030937
558,0.0008934849174693227
559,0.000926569860894233
560,0.0008754761074669659
561,0.0009329001768492162
562,0.000868440605700016
563,0.000907278386875987
564,0.0008690751856192946
565,0.0008135907701216638
566,0.000897454796358943
567,0.0008643565815873444
568,0.0008863834664225578
569,0.0008503635181114078
570,0.0008438259246759117
571,0.0008048186427913606
572,0.0008896830840967596
573,0.0008624655310995877
574,0.0008725870866328478
575,0.000886365189217031
576,0.0008463437552563846
577,0.000767243152949959
578,0.0008410565205849707
579,0.000848280091304332
580,0.0008310981211252511
581,0.0007945098332129419
582,0.0008514684159308672
583,0.0007949589635245502
584,0.0009120712638832629
585,0.000779644469730556
586,0.0007489067502319813
587,0.0008450460154563189
588,0.0007944878889247775
589,0.0008631643722765148
590,0.0007892300491221249
591,0.000831626181025058
592,0.000838558713439852
593,0.0008313889848068357
594,0.0007268694462254643
595,0.000795456231571734
596,0.0007858526078052819
597,0.0008180324803106487
598,0.0008243629708886147
599,0.0007597774383611977
600,0.0007997034699656069
601,0.0007695182575844228
602,0.0008481460972689092
603,0.0008114521624520421
604,0.0007349017541855574
605,0.0007627989398315549
606,0.0007517949561588466
607,0.0007210681214928627
608,0.0007949598948471248
609,0.0007899005431681871
610,0.0007325049373321235
611,0.0007560935337096453
612,0.000792593345977366
613,0.0007551132584922016
614,0.0007999941590242088
615,0.0007787480135448277
616,0.0007651400519534945
617,0.0007748928037472069
618,0.0007459457847289741
619,0.000736229820176959
620,0.0007948835846036673
621,0.0008000264060683548
622,0.0006982988561503589
